IdSensore	Tipologia	Unità DiMisura	IdStazione	NomeStazione	Quota	Provincia	DataStart	DataStop	Storico	UTM_Nord	UTM_Est	lng	lat	location
11113	Radiazione Globale	W/m²	896	Collio S.Colombano	960	BS	10/08/2011	15/03/2012	S	5073980	606852	10.375271860298373	45.811105655978054	(45.811105655978054, 10.375271860298373)
4050	Temperatura	°C	146	Mezzoldo Passo S.Marco	1824	BG	30/05/2003		N	5098490	548644	9.628646994972508	46.038255091957716	(46.038255091957716, 9.628646994972508)
11984	Umidità Relativa	%	851	Treviso Bresciano Cavacca	1147	BS	10/01/2012		N	5064493	616659	10.49916508690631	45.724156472747715	(45.724156472747715, 10.49916508690631)
9096	Precipitazione	mm	1215	Taleggio	763	BG	01/01/2004	10/11/2012	S	5082304	543960	9.566629647707643	45.8928987022868	(45.8928987022868, 9.566629647707643)
9013	Temperatura	°C	1220	Ponte di Legno Case Pirli	1640	BS	01/01/2004		N	5128139	616030	10.506555903978098	46.296900814514906	(46.296900814514906, 10.506555903978098)
14186	Velocità Vento	m/s	1342	Ponte in Valtellina Lago Reguzzo	2440	SO	13/10/2012		N	5105228	574978	9.969993307685913	46.09651166584453	(46.09651166584453, 9.969993307685913)
11848	Direzione Vento	°	144	Madesimo Spluga	1915	SO	10/05/2012		N	5146513	526726	9.348122957946567	46.4716582729432	(46.4716582729432, 9.348122957946567)
14129	Livello Idrometrico	cm	1328	Teglio S. Giacomo	357	SO	20/04/2012		N	5112157	580182	10.038477988191712	46.1582723086524	(46.1582723086524, 10.038477988191712)
8223	Temperatura	°C	816	Sermide SP 91	10	MN	10/07/2003		N	4987208	680433	11.289925972511382	45.015363087231634	(45.015363087231634, 11.289925972511382)
5860	Precipitazione	mm	584	Bergamo v.Garibaldi	249	BG	15/06/1994	11/01/2012	S	5060449	551482	9.66124914606551	45.69568034432694	(45.69568034432694, 9.66124914606551)
12026	Umidità Relativa	%	1297	Spinadesco	48	CR	03/02/2011		N	5000087	573153	9.930596472272326	45.150468869856816	(45.150468869856816, 9.930596472272326)
9812	Temperatura	°C	670	Mantova S.Agnese	22	MN	30/12/2004		N	5002356	641122	10.79556411370788	45.16056833010576	(45.16056833010576, 10.79556411370788)
7047	Umidità Relativa	%	695	Ponti sul Mincio v.San Martino	113	MN	19/12/2006		N	5030184	631718	10.683357343786835	45.41277169168634	(45.41277169168634, 10.683357343786835)
5931	Precipitazione	mm	570	Tirano Viale Italia	439	SO	01/11/1993	03/07/2012	S	5118891	589196	10.156470232146322	46.21774621439411	(46.21774621439411, 10.156470232146322)
2435	Radiazione Globale	W/m²	132	Bergamo v.Stezzano	211	BG	01/01/1993		N	5056541	551321	9.658768470289832	45.66051928748766	(45.66051928748766, 9.658768470289832)
14648	Umidità Relativa	%	1382	Veddasca Monte Cadrigna	1302	VA	19/07/2013		N	5102054	482122	8.768815132883134	46.07182707589298	(46.07182707589298, 8.768815132883134)
14545	Precipitazione	mm	1376	Puegnago sul Garda	291	BS	19/04/2013		N	5048460	617051	10.500343116277602	45.5798285986204	(45.5798285986204, 10.500343116277602)
19426	Temperatura	°C	1657	Mariano Comense campo sportivo	255	CO	11/10/2017		N	5059052	513843	9.177769051025914	45.68488149188723	(45.68488149188723, 9.177769051025914)
14399	Temperatura	°C	1365	Bione	911	BS	18/11/2012		N	5057931	603395	10.32736288461117	45.667218260274865	(45.667218260274865, 10.32736288461117)
8192	Livello Idrometrico	cm	908	Voghera v. Cambiaso	95	PV	04/03/2003		N	4981870	501379	9.017493643978531	44.99027296778766	(44.99027296778766, 9.017493643978531)
8139	Precipitazione	mm	876	Caino	428	BS	01/02/2001		N	5051536	603100	10.32222236530351	45.609716699915786	(45.609716699915786, 10.32222236530351)
6699	Umidità Relativa	%	642	Pavia v. Folperti	77	PV	01/06/2002		N	5004590	512932	9.164638300630086	45.19467609907785	(45.19467609907785, 9.164638300630086)
9087	Livello Idrometrico	cm	1206	Cavaria con Premezzo v. Cantalupa	274	VA	01/01/2004		N	5059567	485026	8.807691068181894	45.68949337565816	(45.68949337565816, 8.807691068181894)
19428	Precipitazione	mm	1657	Mariano Comense campo sportivo	255	CO	11/10/2017		N	5059052	513843	9.177769051025914	45.68488149188723	(45.68488149188723, 9.177769051025914)
8141	Livello Idrometrico	cm	877	Bovegno ponte Zigole	572	BS	06/06/2001		N	5070534	598195	10.263176916054862	45.78138358113339	(45.78138358113339, 10.263176916054862)
9107	Precipitazione	mm	1225	Premana Diga di Pagnona	725	LC	01/01/2004	24/02/2012	S	5100122	531422	9.406194660858826	46.05395062506561	(46.05395062506561, 9.406194660858826)
19107	Velocità Vento	m/s	596	Osio Sotto	182	BG	30/01/2014		N	5052072	547691	9.611737821812373	45.62055567939559	(45.62055567939559, 9.611737821812373)
9398	Umidità Relativa	%	1220	Ponte di Legno Case Pirli	1640	BS	05/02/2009		N	5128139	616030	10.506555903978098	46.296900814514906	(46.296900814514906, 10.506555903978098)
14693	Velocità Vento	m/s	1420	Gordona	1362	SO	20/03/2014		N	5126494	526127	9.339203152913957	46.29151911107429	(46.29151911107429, 9.339203152913957)
32407	Direzione Vento	°	1680	Vilminore di Scalve Presolana	1856	BG	15/11/2017		N	5092483	580679	10.041578002405918	45.98117244427475	(45.98117244427475, 10.041578002405918)
2245	Temperatura	°C	117	Edolo Ist.Meneghini	699	BS	01/01/1998		N	5114436	602920	10.333392938696818	46.17572375017687	(46.17572375017687, 10.333392938696818)
11045	Umidità Relativa	%	1264	Sondrio v.Paribelli	290	SO	15/10/2010		N	5113073	567873	9.879209924469903	46.167852440665115	(46.167852440665115, 9.879209924469903)
4026	Temperatura	°C	143	Livigno Passo Foscagno	2320	SO	20/01/2000		N	5149692	592662	10.20748854795916	46.49442378267979	(46.49442378267979, 10.20748854795916)
19406	Velocità Vento	m/s	1652	Tirano eliporto	481	SO	13/12/2016		N	5118967	591186	10.182280729237092	46.218166183274214	(46.218166183274214, 10.182280729237092)
2002	Umidità Relativa	%	100	Milano Lambrate	120	MI	29/06/2001		N	5038171	520120	9.257515399681068	45.49677982403948	(45.49677982403948, 9.257515399681068)
9031	Temperatura	°C	1219	Casalbuttano ed Uniti	56	CR	15/01/2005		N	5011836	575599	9.96349170050652	45.25595602117305	(45.25595602117305, 9.96349170050652)
5910	Temperatura	°C	535	Lacchiarella	97	MI	15/09/1998		N	5019010	510542	9.134517264199278	45.32451741284727	(45.32451741284727, 9.134517264199278)
19430	Radiazione Globale	W/m²	1657	Mariano Comense campo sportivo	255	CO	11/10/2017		N	5059052	513843	9.177769051025914	45.68488149188723	(45.68488149188723, 9.177769051025914)
14171	Precipitazione	mm	1341	Bosisio Parini Imbarcadero	266	LC	27/10/2012		N	5072258	522295	9.28691508743616	45.803523458138656	(45.803523458138656, 9.28691508743616)
9025	Temperatura	°C	1228	Goito	30	MN	11/03/2004		N	5013581	630514	10.663595357934602	45.2636105457828	(45.2636105457828, 10.663595357934602)
8182	Precipitazione	mm	854	Calcinato Ponte S.Marco	145	BS	01/01/2003	04/08/2011	S	5036665	609910	10.406191998272003	45.47485817605195	(45.47485817605195, 10.406191998272003)
14355	Direzione Vento	°	1359	Breno Lago Della Vacca	2410	BS	09/12/2012		N	5090337	611798	10.442716428689312	45.957496834144656	(45.957496834144656, 10.442716428689312)
5918	Precipitazione	mm	513	Trezzo sull'Adda	199	MI	21/02/2001		N	5051253	539618	9.50812248390592	45.61369175877737	(45.61369175877737, 9.50812248390592)
7042	Direzione Vento	°	695	Ponti sul Mincio v.San Martino	113	MN	19/12/2006		N	5030184	631718	10.683357343786835	45.41277169168634	(45.41277169168634, 10.683357343786835)
5122	Umidità Relativa	%	166	Mantova Lunetta2 SMR	25	MN	08/01/2006		N	5002119	643358	10.823931433968092	45.157985278189244	(45.157985278189244, 10.823931433968092)
6603	Umidità Relativa	%	555	Busto Arsizio v.Magenta	222	VA	07/11/1991		N	5050810	488313	8.850115752092071	45.610736040012604	(45.610736040012604, 8.850115752092071)
8149	Precipitazione	mm	890	Milano v.Confalonieri	122	MI	28/06/2006	02/04/2012	S	5037078	515100	9.19323132277657	45.487068399194094	(45.487068399194094, 9.19323132277657)
6729	Velocità Vento	m/s	644	Vigevano v.Petrarca	107	PV	24/01/2004	09/10/2013	S	5019220	489053	8.860310253579987	45.326401500542325	(45.326401500542325, 8.860310253579987)
14039	Umidità Relativa	%	836	Aprica	1950	SO	27/02/2012		N	5109097	588704	10.148256664341748	46.1296816331299	(46.1296816331299, 10.148256664341748)
14518	Temperatura	°C	1372	Garzeno	581	CO	25/07/2013		N	5108761	519145	9.24783893889176	46.132156427606844	(46.132156427606844, 9.24783893889176)
2385	Precipitazione	mm	127	Casatenovo tetto	360	LC	10/11/2003		N	5060979	524066	9.309144812286515	45.70194614072786	(45.70194614072786, 9.309144812286515)
6434	Radiazione Globale	W/m²	586	Costa Volpino	192	BG	26/07/1993		N	5075429	585212	10.09706172418631	45.82715793876258	(45.82715793876258, 10.09706172418631)
19384	Radiazione Globale	W/m²	1651	Morbegno eliporto	230	SO	28/07/2016		N	5109394	545135	9.584336490055616	46.136628659664694	(46.136628659664694, 9.584336490055616)
2373	Temperatura	°C	126	Casatenovo prato	360	LC	26/04/2002	30/10/2017	S	5060979	524066	9.309144812286515	45.70194614072786	(45.70194614072786, 9.309144812286515)
9093	Precipitazione	mm	1213	Mezzoldo Ronchi	988	BG	01/01/2004	02/08/2012	S	5095843	551256	9.662116265413852	46.014242239439035	(46.014242239439035, 9.662116265413852)
8200	Temperatura	°C	865	Cantù Asnago	244	CO	29/04/2003		N	5062780	507811	9.100367495780826	45.718530753325425	(45.718530753325425, 9.100367495780826)
8195	Precipitazione	mm	886	Vigevano SS494	94	PV	18/02/2003		N	5020886	490573	8.879674491227794	45.341419871961165	(45.341419871961165, 8.879674491227794)
8019	Temperatura	°C	846	Edolo Pantano d`Avio	2108	BS	01/01/1995		N	5114768	613679	10.472817754713557	46.1770002163179	(46.1770002163179, 10.472817754713557)
11859	Direzione Vento	°	847	Carona Carisole	1954	BG	10/05/2012		N	5098634	561423	9.793799590056548	46.03852339399498	(46.03852339399498, 9.793799590056548)
6846	Precipitazione	mm	659	Odolo	349	BS	22/02/2006		N	5055661	608260	10.38929530279196	45.64604963372525	(45.64604963372525, 10.38929530279196)
8122	Precipitazione	mm	867	Caslino d'Erba v. 4 novembre	427	CO	24/07/1998		N	5075784	518046	9.232367048211152	45.83538363837243	(45.83538363837243, 9.232367048211152)
14653	Direzione Vento	°	1382	Veddasca Monte Cadrigna	1302	VA	19/07/2013		N	5102054	482122	8.768815132883134	46.07182707589298	(46.07182707589298, 8.768815132883134)
2492	Precipitazione	mm	136	Persico Dosimo	44	CR	17/10/1990		N	5001673	583213	10.058815853817418	45.16362871220641	(45.16362871220641, 10.058815853817418)
11834	Direzione Vento	°	114	Landriano Cascina Marianna	88	PV	12/02/2012		N	5018618	520713	9.264283068301966	45.32076231361702	(45.32076231361702, 9.264283068301966)
5923	Precipitazione	mm	567	Chiavenna v.Cerletti	333	SO	27/10/1993	31/12/2010	S	5129768	530454	9.395590913257395	46.320803497826546	(46.320803497826546, 9.395590913257395)
5969	Temperatura	°C	629	Crema v.XI febbraio	79	CR	01/08/1992		N	5023885	555127	9.703945513613167	45.366309078194334	(45.366309078194334, 9.703945513613167)
19062	Velocità Vento	m/s	535	Lacchiarella	97	MI	30/10/2013		N	5019010	510542	9.134517264199278	45.32451741284727	(45.32451741284727, 9.134517264199278)
5908	Precipitazione	mm	502	Milano v.Juvara	122	MI	01/01/1989		N	5035546	517377	9.222315138737468	45.473225708577175	(45.473225708577175, 9.222315138737468)
19066	Direzione Vento	°	646	Como Villa Gallia	201	CO	30/10/2013		N	5073500	505203	9.06697137484454	45.81504286011291	(45.81504286011291, 9.06697137484454)
2140	Precipitazione	mm	110	Gonzaga	22	MN	03/01/1994		N	4980523	639394	10.767523213415817	44.96446889800069	(44.96446889800069, 10.767523213415817)
2278	Precipitazione	mm	119	San Giovanni Bianco Cornalita	700	BG	07/09/2001		N	5081179	550210	9.647067600267716	45.882345916395245	(45.882345916395245, 9.647067600267716)
11829	Direzione Vento	°	107	Sondrio Fond.Fojanini	307	SO	03/04/2012		N	5112796	565505	9.848500587178327	46.16559148475932	(46.16559148475932, 9.848500587178327)
10381	Umidità Relativa	%	706	Lecco v.Sora	272	LC	22/07/2008		N	5078987	531045	9.399950344681852	45.86374884127965	(45.86374884127965, 9.399950344681852)
32398	Precipitazione	mm	1680	Vilminore di Scalve Presolana	1856	BG	15/11/2017		N	5092483	580679	10.041578002405918	45.98117244427475	(45.98117244427475, 10.041578002405918)
8093	Altezza Neve	cm	832	Lanzada Palù	2151	SO	01/01/1995		N	5126972	568128	9.884519789844443	46.29290281845888	(46.29290281845888, 9.884519789844443)
11837	Direzione Vento	°	125	Castello d'Agogna	106	PV	12/02/2012		N	5010411	476502	8.700571652227913	45.246800446962254	(45.246800446962254, 8.700571652227913)
14194	Temperatura	°C	1342	Ponte in Valtellina Lago Reguzzo	2440	SO	13/10/2012		N	5105228	574978	9.969993307685913	46.09651166584453	(46.09651166584453, 9.969993307685913)
9026	Temperatura	°C	1233	Lurago Marinone	296	CO	01/01/2004		N	5061867	497850	8.972377589946609	45.71035377227722	(45.71035377227722, 8.972377589946609)
8152	Precipitazione	mm	885	Arcisate	383	VA	05/07/2000		N	5076955	491501	8.890542676800244	45.84610717798399	(45.84610717798399, 8.890542676800244)
8218	Temperatura	°C	896	Collio S.Colombano	960	BS	09/04/2003	15/03/2012	S	5073980	606852	10.375271860298373	45.811105655978054	(45.811105655978054, 10.375271860298373)
9112	Precipitazione	mm	1232	Lavena Ponte Tresa depuratore	279	VA	01/01/2004	18/04/2012	S	5090577	489263	8.861415127388755	45.96868026404502	(45.96868026404502, 8.861415127388755)
4001	Temperatura	°C	140	Motta Visconti SMR	100	MI	23/05/2003		N	5014273	499103	8.988562726793255	45.281956197427846	(45.281956197427846, 8.988562726793255)
2401	Umidità Relativa	%	129	Capo di Ponte v.Briscioli	362	BS	30/10/2002		N	5097875	603903	10.34250260860311	46.026563542472815	(46.026563542472815, 10.34250260860311)
11842	Direzione Vento	°	136	Persico Dosimo	44	CR	10/04/2012		N	5001673	583213	10.058815853817418	45.16362871220641	(45.16362871220641, 10.058815853817418)
2626	Precipitazione	mm	214	Bigarello	15	MN	25/11/2009		N	5005622	648246	10.887128700975579	45.18849105038444	(45.18849105038444, 10.887128700975579)
14075	Temperatura	°C	1325	Collio Memmo	1069	BS	15/03/2012		N	5073930	602209	10.315518370560413	45.81135931846123	(45.81135931846123, 10.315518370560413)
14547	Umidità Relativa	%	1376	Puegnago sul Garda	291	BS	19/04/2013		N	5048460	617051	10.500343116277602	45.5798285986204	(45.5798285986204, 10.500343116277602)
14500	Temperatura	°C	1371	Brembilla	468	BG	19/03/2013		N	5073646	547333	9.609252582119412	45.8147522883702	(45.8147522883702, 9.609252582119412)
14265	Umidità Relativa	%	1346	Campodolcino Alpe Motta	1880	SO	17/10/2012		N	5141127	528341	9.368831613649158	46.42312127327754	(46.42312127327754, 9.368831613649158)
8024	Altezza Neve	cm	847	Carona Carisole	1954	BG	01/01/1995		N	5098634	561423	9.793799590056548	46.03852339399498	(46.03852339399498, 9.793799590056548)
11165	Livello Idrometrico	cm	1074	Asola v. Carducci	39	MN	07/10/2011		N	5008416	610514	10.407601456011976	45.220560104644285	(45.220560104644285, 10.407601456011976)
10552	Umidità Relativa	%	554	Saronno v.Santuario	212	VA	06/07/2010		N	5052520	503123	9.04006309067821	45.626218960836006	(45.626218960836006, 9.04006309067821)
9110	Precipitazione	mm	1234	Osnago	234	LC	01/01/2004		N	5058312	530261	9.388556066735074	45.67769842393421	(45.67769842393421, 9.388556066735074)
2471	Temperatura	°C	135	Vertemate con Minoprio villa	322	CO	02/01/1992	22/07/2010	S	5062757	506658	9.085551716901774	45.71833578979237	(45.71833578979237, 9.085551716901774)
6835	Umidità Relativa	%	657	Lonato del Garda	180	BS	01/01/1999		N	5035536	615762	10.480772043571283	45.463753136210265	(45.463753136210265, 10.480772043571283)
4034	Temperatura	°C	144	Madesimo Spluga	1915	SO	19/11/2000		N	5146513	526726	9.348122957946567	46.4716582729432	(46.4716582729432, 9.348122957946567)
5934	Precipitazione	mm	555	Busto Arsizio v.Magenta	222	VA	25/05/1991		N	5050810	488313	8.850115752092071	45.610736040012604	(45.610736040012604, 8.850115752092071)
14745	Umidità Relativa	%	1546	Rho Scalo Fiorenza - Prato	143	MI	24/02/2015		N	5040479	506867	9.087923300302434	45.51781084679456	(45.51781084679456, 9.087923300302434)
5872	Precipitazione	mm	562	Mariano Comense	256	CO	23/09/1996	23/07/2016	S	5059472	514067	9.180657768638271	45.68865731381679	(45.68865731381679, 9.180657768638271)
9030	Temperatura	°C	1218	Ardesio Valcanale	1002	BG	01/01/2004		N	5088916	566917	9.8634321558842	45.95055277386598	(45.95055277386598, 9.8634321558842)
14118	Precipitazione	mm	1325	Collio Memmo	1069	BS	18/03/2012		N	5073930	602209	10.315518370560413	45.81135931846123	(45.81135931846123, 10.315518370560413)
9387	Umidità Relativa	%	1212	Castione della Presolana	1180	BG	29/01/2009		N	5086647	582441	10.063316766082295	45.928445516534396	(45.928445516534396, 10.063316766082295)
32259	Umidità Relativa	%	832	Lanzada Palù	2151	SO	27/10/2016		N	5126972	568128	9.884519789844443	46.29290281845888	(46.29290281845888, 9.884519789844443)
14502	Direzione Vento	°	1371	Brembilla	468	BG	19/03/2013		N	5073646	547333	9.609252582119412	45.8147522883702	(45.8147522883702, 9.609252582119412)
10571	Umidità Relativa	%	1273	Val Masino Bagni	1191	SO	15/07/2011		N	5121270	545980	9.596430583118106	46.24345094940859	(46.24345094940859, 9.596430583118106)
6588	Radiazione Globale	W/m²	574	Lecco v. Amendola	214	LC	01/01/1998	15/07/2008	S	5077479	530713	9.395577066893223	45.850191194578535	(45.850191194578535, 9.395577066893223)
19375	Temperatura	°C	1651	Morbegno eliporto	230	SO	28/07/2016		N	5109394	545135	9.584336490055616	46.136628659664694	(46.136628659664694, 9.584336490055616)
6717	Direzione Vento	°	644	Vigevano v.Petrarca	107	PV	24/01/2004	09/10/2013	S	5019220	489053	8.860310253579987	45.326401500542325	(45.326401500542325, 8.860310253579987)
2110	Temperatura	°C	108	Samolaco v.Vignola	206	SO	27/07/1994		N	5120369	532896	9.426654061947305	46.23610160988358	(46.23610160988358, 9.426654061947305)
4072	Velocità Vento	m/s	148	Arconate SMR	182	MI	02/07/2002		N	5043898	488082	8.847321929216262	45.54851735741946	(45.54851735741946, 8.847321929216262)
14180	Radiazione Globale	W/m²	1342	Ponte in Valtellina Lago Reguzzo	2440	SO	13/10/2012		N	5105228	574978	9.969993307685913	46.09651166584453	(46.09651166584453, 9.969993307685913)
5876	Precipitazione	mm	573	Colico	229	LC	06/11/1990		N	5109468	529713	9.384687247651794	46.1381409051264	(46.1381409051264, 9.384687247651794)
5897	Temperatura	°C	620	Milano v.Brera	122	MI	19/03/1990		N	5035365	514782	9.189110383708842	45.47165629324304	(45.47165629324304, 9.189110383708842)
19424	Direzione Vento	°	1656	Casalmaggiore campo sportivo	26	CR	29/03/2017		N	4983484	611536	10.41505894979264	44.99603600446388	(44.99603600446388, 10.41505894979264)
9081	Livello Idrometrico	cm	1226	Gardone Val Trompia v. della Vittoria	340	BS	01/01/2004	14/07/2010	S	5060468	592333	10.18586605582327	45.69161012048784	(45.69161012048784, 10.18586605582327)
9117	Precipitazione	mm	1202	Vercana	980	CO	01/01/2004		N	5114303	525058	9.324676976148888	46.18184257309385	(46.18184257309385, 9.324676976148888)
8150	Precipitazione	mm	884	Cuveglio	294	VA	06/07/2000		N	5083338	480047	8.742764505384635	45.90332054442589	(45.90332054442589, 8.742764505384635)
6725	Radiazione Globale	W/m²	644	Vigevano v.Petrarca	107	PV	24/01/2004	09/10/2013	S	5019220	489053	8.860310253579987	45.326401500542325	(45.326401500542325, 8.860310253579987)
9004	Temperatura	°C	1213	Mezzoldo Ronchi	988	BG	01/01/2004	01/08/2012	S	5095843	551256	9.662116265413852	46.014242239439035	(46.014242239439035, 9.662116265413852)
8382	Livello Idrometrico	cm	870	Como Villa Geno	200	CO	24/07/1998		N	5074080	506207	9.079902000578425	45.82025491696097	(45.82025491696097, 9.079902000578425)
14531	Velocità Vento	m/s	1375	Varano Borghi	241	VA	27/03/2013		N	5068133	477631	8.712323647148091	45.766393707414714	(45.766393707414714, 8.712323647148091)
8189	Temperatura	°C	901	Crema v.Camporelle	103	CR	04/03/2003		N	5022780	552590	9.671433867152375	45.35655832576992	(45.35655832576992, 9.671433867152375)
6469	Radiazione Globale	W/m²	569	Sondrio v.Mazzini	307	SO	06/06/1996	24/06/2010	S	5113078	567173	9.87014407497457	46.16796681227828	(46.16796681227828, 9.87014407497457)
9820	Umidità Relativa	%	671	Mantova Tridolino	22	MN	30/12/2004		N	5001664	646147	10.859263911962309	45.153319585785574	(45.153319585785574, 10.859263911962309)
19416	Umidità Relativa	%	1656	Casalmaggiore campo sportivo	26	CR	28/03/2017		N	4983484	611536	10.41505894979264	44.99603600446388	(44.99603600446388, 10.41505894979264)
11664	Velocità Vento	m/s	836	Aprica	1950	SO	22/01/2003		N	5109097	588704	10.148256664341748	46.1296816331299	(46.1296816331299, 10.148256664341748)
2135	Umidità Relativa	%	110	Gonzaga	22	MN	01/01/1998		N	4980523	639394	10.767523213415817	44.96446889800069	(44.96446889800069, 10.767523213415817)
11007	Temperatura	°C	822	Valtorta	982	BG	10/11/2010		N	5091256	541747	9.538885913106554	45.9736050452045	(45.9736050452045, 9.538885913106554)
32394	Umidità Relativa	%	1555	Manerba del Garda Dusano	73	BS	17/11/2017		N	5044545	622300	10.566619674481315	45.54369941034534	(45.54369941034534, 10.566619674481315)
2368	Precipitazione	mm	125	Castello d'Agogna	106	PV	17/10/1990		N	5010411	476502	8.700571652227913	45.246800446962254	(45.246800446962254, 8.700571652227913)
14304	Livello Idrometrico	cm	1349	Rivolta d'Adda SP 4	106	CR	23/10/2012		N	5035962	538944	9.498261045470878	45.47609982668743	(45.47609982668743, 9.498261045470878)
6431	Radiazione Globale	W/m²	594	Bergamo v.Goisis	290	BG	13/09/1996		N	5062715	553620	9.688958745309764	45.715912469852206	(45.715912469852206, 9.688958745309764)
14667	Umidità Relativa	%	1383	Sarezzo v.della Fonte	290	BS	02/11/2012		N	5057824	592468	10.187096209540632	45.66779897910953	(45.66779897910953, 10.187096209540632)
14519	Umidità Relativa	%	1372	Garzeno	581	CO	25/07/2013		N	5108761	519145	9.24783893889176	46.132156427606844	(46.132156427606844, 9.24783893889176)
19052	Velocità Vento	m/s	555	Busto Arsizio v.Magenta	222	VA	26/11/2013		N	5050810	488313	8.850115752092071	45.610736040012604	(45.610736040012604, 8.850115752092071)
9099	Precipitazione	mm	1235	Cene Ponte	361	BG	01/01/2012		N	5070400	563860	9.821533201834857	45.784206920925044	(45.784206920925044, 9.821533201834857)
4056	Velocità Vento	m/s	146	Mezzoldo Passo S.Marco	1824	BG	23/05/2003		N	5098490	548644	9.628646994972508	46.038255091957716	(46.038255091957716, 9.628646994972508)
6823	Temperatura	°C	656	Gambara	47	BS	01/01/1990		N	5011493	601945	10.299119496064078	45.24954362474624	(45.24954362474624, 10.299119496064078)
4037	Radiazione Globale	W/m²	144	Madesimo Spluga	1915	SO	19/11/2000		N	5146513	526726	9.348122957946567	46.4716582729432	(46.4716582729432, 9.348122957946567)
14586	Precipitazione	mm	1379	Gargnano	984	BS	15/07/2015		N	5065317	625847	10.61740677213208	45.72996009420703	(45.72996009420703, 10.61740677213208)
8185	Precipitazione	mm	878	Darfo Boario Terme SS 42	205	BS	01/01/2003	13/12/2015	S	5080335	589760	10.156517904580568	45.87072867351144	(45.87072867351144, 10.156517904580568)
19110	Velocità Vento	m/s	573	Colico	229	LC	03/12/2013		N	5109468	529713	9.384687247651794	46.1381409051264	(46.1381409051264, 9.384687247651794)
8190	Precipitazione	mm	908	Voghera v. Cambiaso	95	PV	04/03/2003		N	4981870	501379	9.017493643978531	44.99027296778766	(44.99027296778766, 9.017493643978531)
10575	Radiazione Globale	W/m²	1273	Val Masino Bagni	1191	SO	15/07/2011		N	5121270	545980	9.596430583118106	46.24345094940859	(46.24345094940859, 9.596430583118106)
5924	Temperatura	°C	567	Chiavenna v.Cerletti	333	SO	27/10/1993	21/10/2010	S	5129768	530454	9.395590913257395	46.320803497826546	(46.320803497826546, 9.395590913257395)
14603	Radiazione Globale	W/m²	1379	Gargnano	984	BS	15/07/2015		N	5065317	625847	10.61740677213208	45.72996009420703	(45.72996009420703, 10.61740677213208)
9828	Radiazione Globale	W/m²	848	Livigno La Vallaccia	2660	SO	01/01/1995		N	5147768	591251	10.188728513795667	46.47730494291044	(46.47730494291044, 10.188728513795667)
11648	Velocità Vento	m/s	114	Landriano Cascina Marianna	88	PV	06/04/2012		N	5018618	520713	9.264283068301966	45.32076231361702	(45.32076231361702, 9.264283068301966)
9383	Umidità Relativa	%	1227	Sarezzo Gardone	338	BS	21/01/2009	06/06/2013	S	5060559	592390	10.186615288843331	45.69242141982123	(45.69242141982123, 10.186615288843331)
2328	Umidità Relativa	%	123	Cavenago d'Adda	67	LO	08/08/2002		N	5013079	544065	9.56173484815048	45.269827606107285	(45.269827606107285, 9.56173484815048)
8384	Livello Idrometrico	cm	873	Ponti sul Mincio Monzambano	62	MN	01/02/2001		N	5027985	633560	10.70629184040345	45.392637348813274	(45.392637348813274, 10.70629184040345)
19056	Velocità Vento	m/s	554	Saronno v.Santuario	212	VA	16/12/2013		N	5052520	503123	9.04006309067821	45.626218960836006	(45.626218960836006, 9.04006309067821)
4049	Precipitazione	mm	145	Darfo Boario Terme	222	BS	06/06/2002		N	5080789	591371	10.17735680898138	45.87460210989037	(45.87460210989037, 10.17735680898138)
14413	Velocità Vento	m/s	1365	Bione	911	BS	18/11/2012		N	5057931	603395	10.32736288461117	45.667218260274865	(45.667218260274865, 10.32736288461117)
19021	Direzione Vento	°	501	Milano v.Marche	129	MI	29/10/2013		N	5038105	514918	9.190933555313624	45.49631644365102	(45.49631644365102, 9.190933555313624)
4015	Velocità Vento	m/s	141	Vertemate con Minoprio serre	310	CO	25/05/2002		N	5062832	506653	9.085488499092358	45.71901089635149	(45.71901089635149, 9.085488499092358)
9785	Radiazione Globale	W/m²	846	Edolo Pantano d`Avio	2108	BS	01/01/1995		N	5114768	613679	10.472817754713557	46.1770002163179	(46.1770002163179, 10.472817754713557)
14242	Temperatura	°C	1345	Piazzatorre	966	BG	13/10/2012		N	5093546	553689	9.693284786503215	45.99338358665828	(45.99338358665828, 9.693284786503215)
9095	Precipitazione	mm	1217	Schilpario	1096	BG	01/01/2004	23/09/2012	S	5095451	588221	10.139475771081505	46.00695141629951	(46.00695141629951, 10.139475771081505)
9098	Precipitazione	mm	1227	Sarezzo Gardone	338	BS	01/01/2004	06/06/2013	S	5060559	592390	10.186615288843331	45.69242141982123	(45.69242141982123, 10.186615288843331)
9329	Precipitazione	mm	629	Crema v.XI febbraio	79	CR	20/01/2004		N	5023885	555127	9.703945513613167	45.366309078194334	(45.366309078194334, 9.703945513613167)
2394	Direzione Vento	°	128	Capralba	96	CR	20/03/1996	01/02/2012	S	5032570	550482	9.645524773488086	45.44483042325703	(45.44483042325703, 9.645524773488086)
14567	Precipitazione	mm	1378	Tignale Oldesio	374	BS	23/07/2013		N	5065781	633895	10.720923575669387	45.73262375727504	(45.73262375727504, 10.720923575669387)
6987	Direzione Vento	°	679	Valmadrera v.Pozzi	247	LC	01/03/2006		N	5076576	527307	9.351658166127958	45.842207261022544	(45.842207261022544, 9.351658166127958)
