IdSensore	Tipologia	Unità DiMisura	IdStazione	NomeStazione	Quota	Provincia	DataStart	DataStop	Storico	UTM_Nord	UTM_Est	lng	lat	location
5856	Precipitazione	mm	595	Filago v.Don Milani	190	BG	07/12/1991		N	5053519	543342	9.556084255790864	45.63386450908066	(45.63386450908066, 9.556084255790864)
11649	Velocità Vento	m/s	1075	Edolo Centrale ENEL	659	BS	01/01/1998		N	5113706	603479	10.340473514382968	46.16907080571305	(46.16907080571305, 10.340473514382968)
14161	Radiazione Globale	W/m²	1202	Vercana	980	CO	16/06/2012		N	5114303	525058	9.324676976148888	46.18184257309385	(46.18184257309385, 9.324676976148888)
14313	Livello Idrometrico	cm	1352	Calvisano Mezzane	71	BS	31/10/2012		N	5022526	609865	10.402463389372352	45.3476344909781	(45.3476344909781, 10.402463389372352)
19012	Direzione Vento	°	559	Somma Lombardo	210	VA	12/11/2013		N	5055150	477613	8.71269145828479	45.649537127292405	(45.649537127292405, 8.71269145828479)
8140	Temperatura	°C	876	Caino	428	BS	01/02/2001		N	5051536	603100	10.32222236530351	45.609716699915786	(45.609716699915786, 10.32222236530351)
9105	Precipitazione	mm	1224	Cortenova	456	LC	01/01/2004		N	5094947	529451	9.380396323644733	46.00746283105623	(46.00746283105623, 9.380396323644733)
6728	Umidità Relativa	%	644	Vigevano v.Petrarca	107	PV	24/01/2004	09/10/2013	S	5019220	489053	8.860310253579987	45.326401500542325	(45.326401500542325, 8.860310253579987)
4009	Temperatura	°C	141	Vertemate con Minoprio serre	310	CO	19/06/2002		N	5062832	506653	9.085488499092358	45.71901089635149	(45.71901089635149, 9.085488499092358)
19162	Direzione Vento	°	1297	Spinadesco	48	CR	19/11/2013		N	5000087	573153	9.930596472272326	45.150468869856816	(45.150468869856816, 9.930596472272326)
9082	Livello Idrometrico	cm	1235	Cene Ponte	361	BG	04/10/2011		N	5070400	563860	9.821533201834857	45.784206920925044	(45.784206920925044, 9.821533201834857)
5928	Temperatura	°C	572	Morbegno v.Cortivacci	262	SO	29/09/1998	26/09/2015	S	5108901	543736	9.566179893984474	46.132282960003735	(46.132282960003735, 9.566179893984474)
2392	Velocità Vento	m/s	128	Capralba	96	CR	20/03/1996	29/12/2010	S	5032570	550482	9.645524773488086	45.44483042325703	(45.44483042325703, 9.645524773488086)
14705	Velocità Vento	m/s	856	Fortunago	501	PV	11/12/2013		N	4973248	515391	9.19498278361842	44.91249258331864	(44.91249258331864, 9.19498278361842)
14605	Precipitazione	mm	1380	Tremezzo	309	CO	18/04/2013		N	5092705	516580	9.214075142242038	45.98771660100418	(45.98771660100418, 9.214075142242038)
9391	Umidità Relativa	%	1218	Ardesio Valcanale	1002	BG	18/12/2008		N	5088916	566917	9.8634321558842	45.95055277386598	(45.95055277386598, 9.8634321558842)
4010	Umidità Relativa	%	141	Vertemate con Minoprio serre	310	CO	25/05/2002		N	5062832	506653	9.085488499092358	45.71901089635149	(45.71901089635149, 9.085488499092358)
14466	Velocità Vento	m/s	1367	Bagolino SP669	775	BS	12/12/2012		N	5077140	612773	10.452195109199993	45.8385959381167	(45.8385959381167, 10.452195109199993)
14670	Direzione Vento	°	1383	Sarezzo v.della Fonte	290	BS	05/06/2013		N	5057824	592468	10.187096209540632	45.66779897910953	(45.66779897910953, 10.187096209540632)
5858	Precipitazione	mm	596	Osio Sotto	182	BG	04/04/2000		N	5052072	547691	9.611737821812373	45.62055567939559	(45.62055567939559, 9.611737821812373)
8178	Temperatura	°C	894	Lomello SS 211	95	PV	16/01/2000		N	4996705	484221	8.799365774012205	45.12364032702997	(45.12364032702997, 8.799365774012205)
4058	Temperatura	°C	147	Cinisello Balsamo Parco Nord	142	MI	30/05/2002		N	5043257	516051	9.20560341214932	45.5426646784016	(45.5426646784016, 9.20560341214932)
2447	Temperatura	°C	133	Bema	800	SO	01/01/1993		N	5105966	543983	9.569105234399471	46.10585292565578	(46.10585292565578, 9.569105234399471)
14178	Altezza Neve	cm	1342	Ponte in Valtellina Lago Reguzzo	2440	SO	13/10/2012		N	5105228	574978	9.969993307685913	46.09651166584453	(46.09651166584453, 9.969993307685913)
6185	Umidità Relativa	%	503	Milano P.zza Zavattari	122	MI	22/04/2002		N	5035847	511082	9.141786267186658	45.47606340509791	(45.47606340509791, 9.141786267186658)
9865	Radiazione Globale	W/m²	672	Cornale	74	PV	29/07/2005		N	4987406	493238	8.914144599002409	45.04007657202963	(45.04007657202963, 8.914144599002409)
9040	Altezza Neve	cm	1216	Valbondione	1784	BG	01/01/2004		N	5101745	580328	10.038606996418281	46.064560809857326	(46.064560809857326, 10.038606996418281)
6849	Temperatura	°C	659	Odolo	349	BS	08/10/1990		N	5055661	608260	10.38929530279196	45.64604963372525	(45.64604963372525, 10.38929530279196)
9819	Temperatura	°C	671	Mantova Tridolino	22	MN	30/12/2004		N	5001664	646147	10.859263911962309	45.153319585785574	(45.153319585785574, 10.859263911962309)
11651	Velocità Vento	m/s	125	Castello d'Agogna	106	PV	01/01/1993		N	5010411	476502	8.700571652227913	45.246800446962254	(45.246800446962254, 8.700571652227913)
14548	Direzione Vento	°	1376	Puegnago sul Garda	291	BS	19/04/2013		N	5048460	617051	10.500343116277602	45.5798285986204	(45.5798285986204, 10.500343116277602)
11666	Velocità Vento	m/s	847	Carona Carisole	1954	BG	01/01/2003		N	5098634	561423	9.793799590056548	46.03852339399498	(46.03852339399498, 9.793799590056548)
19433	Velocità Vento	m/s	1657	Mariano Comense campo sportivo	255	CO	11/10/2017		N	5059052	513843	9.177769051025914	45.68488149188723	(45.68488149188723, 9.177769051025914)
14218	Umidità Relativa	%	1343	Lanzada Passo Marinelli	3032	SO	13/10/2012		N	5133321	570414	9.915147774061634	46.34980205020121	(46.34980205020121, 9.915147774061634)
14684	Temperatura	°C	1420	Gordona	1362	SO	20/03/2014		N	5126494	526127	9.339203152913957	46.29151911107429	(46.29151911107429, 9.339203152913957)
4069	Radiazione Globale	W/m²	148	Arconate SMR	182	MI	02/07/2002		N	5043898	488082	8.847321929216262	45.54851735741946	(45.54851735741946, 8.847321929216262)
30525	Precipitazione	mm	1509	Paderno Dugnano Palazzolo Parco Borghetto	170	MI	21/05/2014		N	5047745	512305	9.157732676006336	45.5831374605486	(45.5831374605486, 9.157732676006336)
14766	Temperatura	°C	1553	Mozzanica v.Donizetti	104	BG	20/07/2015		N	5036208	553342	9.682488661964785	45.47736192966103	(45.47736192966103, 9.682488661964785)
8187	Temperatura	°C	905	Cevo	1128	BS	18/06/2003		N	5103920	606529	10.377774775825152	46.080550839800345	(46.080550839800345, 10.377774775825152)
8025	Precipitazione	mm	847	Carona Carisole	1954	BG	01/01/1995		N	5098634	561423	9.793799590056548	46.03852339399498	(46.03852339399498, 9.793799590056548)
2204	Radiazione Globale	W/m²	115	Ispra tetto	193	VA	24/09/2003	04/08/2012	S	5073482	470058	8.614601410385973	45.8142505176502	(45.8142505176502, 8.614601410385973)
8203	Livello Idrometrico	cm	801	Samolaco v. Trivulzia	212	SO	25/02/2003	19/05/2011	S	5121011	531263	9.405517517535593	46.241956519004354	(46.241956519004354, 9.405517517535593)
11383	Altezza Neve	cm	1214	Oltre il Colle Acquedotto	1084	BG	15/01/2005	23/12/2011	S	5082095	559544	9.767460427844235	45.88984523769301	(45.88984523769301, 9.767460427844235)
11652	Velocità Vento	m/s	127	Casatenovo tetto	360	LC	01/07/2002		N	5060979	524066	9.309144812286515	45.70194614072786	(45.70194614072786, 9.309144812286515)
14252	Altezza Neve	cm	1346	Campodolcino Alpe Motta	1880	SO	17/10/2012		N	5141127	528341	9.368831613649158	46.42312127327754	(46.42312127327754, 9.368831613649158)
11116	Umidità Relativa	%	875	Bagolino Valle Dorizzo	1226	BS	11/08/2011	14/11/2012	S	5081485	612286	10.446939834207004	45.877770447155235	(45.877770447155235, 10.446939834207004)
11827	Direzione Vento	°	102	San Colombano al Lambro	140	MI	19/06/2012		N	5003839	538199	9.48624910324399	45.18699944365492	(45.18699944365492, 9.48624910324399)
2336	Precipitazione	mm	123	Cavenago d'Adda	67	LO	08/08/2002		N	5013079	544065	9.56173484815048	45.269827606107285	(45.269827606107285, 9.56173484815048)
30539	Precipitazione	mm	1512	Pogliano Milanese	160	MI	26/09/2014		N	5042449	500406	9.005199956067523	45.535576719250145	(45.535576719250145, 9.005199956067523)
9103	Precipitazione	mm	1237	Monno	1728	BS	11/10/2004		N	5122691	600885	10.308798780947582	46.25030387115852	(46.25030387115852, 10.308798780947582)
14661	Precipitazione	mm	1382	Veddasca Monte Cadrigna	1302	VA	19/07/2013		N	5102054	482122	8.768815132883134	46.07182707589298	(46.07182707589298, 8.768815132883134)
8165	Precipitazione	mm	870	Como Villa Geno	200	CO	05/07/2000		N	5074080	506207	9.079902000578425	45.82025491696097	(45.82025491696097, 9.079902000578425)
14712	Precipitazione	mm	868	Lesmo Peregallo	180	MB	13/10/2014		N	5053558	523312	9.299103315757197	45.635177402635755	(45.635177402635755, 9.299103315757197)
14473	Umidità Relativa	%	1367	Bagolino SP669	775	BS	12/12/2012		N	5077140	612773	10.452195109199993	45.8385959381167	(45.8385959381167, 10.452195109199993)
9325	Precipitazione	mm	628	Cremona p.zza Libertà	61	CR	20/01/2004	04/04/2006	S	4998730	581171	10.032359066275932	45.13737896273478	(45.13737896273478, 10.032359066275932)
9029	Temperatura	°C	1239	San Pellegrino Terme P.za Alighieri	350	BG	18/02/2004	19/03/2013	S	5077078	551733	9.666252469658538	45.84532429903755	(45.84532429903755, 9.666252469658538)
2148	Radiazione Globale	W/m²	111	Cassina Valsassina Moggio	1234	LC	31/10/2003		N	5084512	538583	9.497502220579186	45.91309369355323	(45.91309369355323, 9.497502220579186)
14209	Direzione Vento	°	1343	Lanzada Passo Marinelli	3032	SO	13/10/2012		N	5133321	570414	9.915147774061634	46.34980205020121	(46.34980205020121, 9.915147774061634)
10470	Umidità Relativa	%	1266	Bertonico	65	LO	03/03/2009		N	5009105	552297	9.666250375296032	45.23349364130374	(45.23349364130374, 9.666250375296032)
11160	Velocità Vento	m/s	1230	San Giacomo Filippo Lago Truzzo	2064	SO	30/09/2011		N	5134156	524616	9.319988190479972	46.36053123729497	(46.36053123729497, 9.319988190479972)
19244	Direzione Vento	°	502	Milano v.Juvara	122	MI	28/02/2014		N	5035546	517377	9.222315138737468	45.473225708577175	(45.473225708577175, 9.222315138737468)
14207	Radiazione Globale	W/m²	1343	Lanzada Passo Marinelli	3032	SO	13/10/2012		N	5133321	570414	9.915147774061634	46.34980205020121	(46.34980205020121, 9.915147774061634)
9033	Temperatura	°C	1208	Olgiate Comasco casa Cantalupo	382	CO	01/01/2004	19/06/2014	S	5071532	498419	8.979656309104351	45.79734739402479	(45.79734739402479, 8.979656309104351)
9011	Temperatura	°C	1230	San Giacomo Filippo Lago Truzzo	2064	SO	09/01/2004		N	5134156	524616	9.319988190479972	46.36053123729497	(46.36053123729497, 9.319988190479972)
8383	Livello Idrometrico	cm	871	Olginate S.Maria Lavello	198	LC	24/07/1998		N	5070743	533433	9.430142047539633	45.78943801902498	(45.78943801902498, 9.430142047539633)
8216	Temperatura	°C	899	Castiglione delle Stiviere	109	MN	11/03/2003		N	5025628	618385	10.511930773425743	45.37415993773191	(45.37415993773191, 10.511930773425743)
14282	Radiazione Globale	W/m²	1347	Barzio Piani di Bobbio	1713	LC	14/10/2012		N	5089669	538832	9.50113070001856	45.95949319076256	(45.95949319076256, 9.50113070001856)
6194	Umidità Relativa	%	559	Somma Lombardo	210	VA	20/03/2000		N	5055150	477613	8.71269145828479	45.649537127292405	(45.649537127292405, 8.71269145828479)
14725	Temperatura	°C	1545	San Siro	1285	CO	30/12/2014		N	5102069	518430	9.238323435918229	46.071947417956004	(46.071947417956004, 9.238323435918229)
6026	Direzione Vento	°	530	Agrate Brianza	162	MB	29/10/1999	11/08/2016	S	5046977	527628	9.354105650819204	45.57578475922807	(45.57578475922807, 9.354105650819204)
8188	Precipitazione	mm	901	Crema v.Camporelle	103	CR	04/03/2003		N	5022780	552590	9.671433867152375	45.35655832576992	(45.35655832576992, 9.671433867152375)
8096	Temperatura	°C	912	Foppolo	1682	BG	01/01/1998		N	5099046	558502	9.756104062898737	46.04248712086998	(46.04248712086998, 9.756104062898737)
11864	Direzione Vento	°	1202	Vercana	980	CO	14/06/2012		N	5114303	525058	9.324676976148888	46.18184257309385	(46.18184257309385, 9.324676976148888)
14284	Temperatura	°C	1347	Barzio Piani di Bobbio	1713	LC	14/10/2012		N	5089669	538832	9.50113070001856	45.95949319076256	(45.95949319076256, 9.50113070001856)
11832	Direzione Vento	°	110	Gonzaga	22	MN	04/05/2012		N	4980523	639394	10.767523213415817	44.96446889800069	(44.96446889800069, 10.767523213415817)
2333	Radiazione Globale	W/m²	123	Cavenago d'Adda	67	LO	23/09/2003		N	5013079	544065	9.56173484815048	45.269827606107285	(45.269827606107285, 9.56173484815048)
9394	Umidità Relativa	%	1213	Mezzoldo Ronchi	988	BG	22/01/2009	01/08/2012	S	5095843	551256	9.662116265413852	46.014242239439035	(46.014242239439035, 9.662116265413852)
2620	Temperatura	°C	214	Bigarello	15	MN	25/11/2009		N	5005622	648246	10.887128700975579	45.18849105038444	(45.18849105038444, 10.887128700975579)
2621	Umidità Relativa	%	214	Bigarello	15	MN	25/11/2009		N	5005622	648246	10.887128700975579	45.18849105038444	(45.18849105038444, 10.887128700975579)
14078	Velocità Vento	m/s	1325	Collio Memmo	1069	BS	15/03/2012		N	5073930	602209	10.315518370560413	45.81135931846123	(45.81135931846123, 10.315518370560413)
4040	Velocità Vento	m/s	144	Madesimo Spluga	1915	SO	19/11/2000		N	5146513	526726	9.348122957946567	46.4716582729432	(46.4716582729432, 9.348122957946567)
2039	Temperatura	°C	102	San Colombano al Lambro	140	MI	27/06/2001		N	5003839	538199	9.48624910324399	45.18699944365492	(45.18699944365492, 9.48624910324399)
11646	Velocità Vento	m/s	110	Gonzaga	22	MN	01/01/1999		N	4980523	639394	10.767523213415817	44.96446889800069	(44.96446889800069, 10.767523213415817)
6186	Umidità Relativa	%	571	Bormio	1225	SO	16/01/2000	04/10/2016	S	5147136	605598	10.375432759159036	46.46952397132585	(46.46952397132585, 10.375432759159036)
9868	Temperatura	°C	672	Cornale	74	PV	28/07/2005		N	4987406	493238	8.914144599002409	45.04007657202963	(45.04007657202963, 8.914144599002409)
2404	Radiazione Globale	W/m²	129	Capo di Ponte v.Briscioli	362	BS	12/09/2003		N	5097875	603903	10.34250260860311	46.026563542472815	(46.026563542472815, 10.34250260860311)
19417	Precipitazione	mm	1656	Casalmaggiore campo sportivo	26	CR	28/03/2017		N	4983484	611536	10.41505894979264	44.99603600446388	(44.99603600446388, 10.41505894979264)
8209	Temperatura	°C	910	Manerbio v.Dante	60	BS	09/04/2003		N	5023554	589720	10.145549852122876	45.35975400346577	(45.35975400346577, 10.145549852122876)
11114	Umidità Relativa	%	896	Collio S.Colombano	960	BS	10/08/2011	15/03/2012	S	5073980	606852	10.375271860298373	45.811105655978054	(45.811105655978054, 10.375271860298373)
32241	Umidità Relativa	%	884	Cuveglio	294	VA	01/08/2016		N	5083338	480047	8.742764505384635	45.90332054442589	(45.90332054442589, 8.742764505384635)
2433	Temperatura	°C	132	Bergamo v.Stezzano	211	BG	01/01/1993		N	5056541	551321	9.658768470289832	45.66051928748766	(45.66051928748766, 9.658768470289832)
14351	Umidità Relativa	%	1359	Breno Lago Della Vacca	2410	BS	09/12/2012		N	5090337	611798	10.442716428689312	45.957496834144656	(45.957496834144656, 10.442716428689312)
8221	Precipitazione	mm	898	Codogno Ist.Tosi	68	LO	26/03/2003		N	5001193	556652	9.720827965954323	45.16194141075864	(45.16194141075864, 9.720827965954323)
6430	Radiazione Globale	W/m²	595	Filago v.Don Milani	190	BG	07/12/1991		N	5053519	543342	9.556084255790864	45.63386450908066	(45.63386450908066, 9.556084255790864)
14546	Temperatura	°C	1376	Puegnago sul Garda	291	BS	19/04/2013		N	5048460	617051	10.500343116277602	45.5798285986204	(45.5798285986204, 10.500343116277602)
11099	Livello Idrometrico	cm	1200	Porlezza via Porto Letizia	272	CO	04/08/2011		N	5098085	508966	9.115867206032997	46.03628011582886	(46.03628011582886, 9.115867206032997)
8009	Altezza Neve	cm	835	Valdisotto Oga S. Colombano	2300	SO	01/01/1995		N	5145272	600293	10.305951823970043	46.45356305894081	(46.45356305894081, 10.305951823970043)
9393	Umidità Relativa	%	1239	San Pellegrino Terme P.za Alighieri	350	BG	22/01/2009	19/03/2013	S	5077078	551733	9.666252469658538	45.84532429903755	(45.84532429903755, 9.666252469658538)
8120	Livello Idrometrico	cm	868	Lesmo Peregallo	180	MB	24/07/1998		N	5053558	523312	9.299103315757197	45.635177402635755	(45.635177402635755, 9.299103315757197)
6017	Direzione Vento	°	635	Tavazzano con Villavesco Enel 10m	80	LO	13/01/2000	03/08/2015	S	5020197	533382	9.426033342934328	45.33448673932815	(45.33448673932815, 9.426033342934328)
2434	Umidità Relativa	%	132	Bergamo v.Stezzano	211	BG	01/01/1993		N	5056541	551321	9.658768470289832	45.66051928748766	(45.66051928748766, 9.658768470289832)
14384	Precipitazione	mm	1360	Clusone SP 671	564	BG	21/11/2012		N	5081243	572409	9.933128277592514	45.88094395586997	(45.88094395586997, 9.933128277592514)
2124	Radiazione Globale	W/m²	109	Sant'Angelo Lodigiano	60	LO	23/07/1998		N	5011978	529787	9.37965968313856	45.26066731979222	(45.26066731979222, 9.37965968313856)
14072	Umidità Relativa	%	1325	Collio Memmo	1069	BS	15/03/2012		N	5073930	602209	10.315518370560413	45.81135931846123	(45.81135931846123, 10.315518370560413)
9035	Altezza Neve	cm	1212	Castione della Presolana	1180	BG	01/01/2004	02/05/2017	S	5086647	582441	10.063316766082295	45.928445516534396	(45.928445516534396, 10.063316766082295)
9007	Temperatura	°C	1215	Taleggio	763	BG	01/01/2004	10/11/2012	S	5082304	543960	9.566629647707643	45.8928987022868	(45.8928987022868, 9.566629647707643)
2134	Temperatura	°C	110	Gonzaga	22	MN	01/01/1998		N	4980523	639394	10.767523213415817	44.96446889800069	(44.96446889800069, 10.767523213415817)
6161	Umidità Relativa	%	586	Costa Volpino	192	BG	26/07/1993		N	5075429	585212	10.09706172418631	45.82715793876258	(45.82715793876258, 10.09706172418631)
8177	Livello Idrometrico	cm	894	Lomello SS 211	95	PV	16/01/2000		N	4996705	484221	8.799365774012205	45.12364032702997	(45.12364032702997, 8.799365774012205)
14229	Direzione Vento	°	1345	Piazzatorre	966	BG	13/10/2012		N	5093546	553689	9.693284786503215	45.99338358665828	(45.99338358665828, 9.693284786503215)
2136	Radiazione Globale	W/m²	110	Gonzaga	22	MN	07/05/1999		N	4980523	639394	10.767523213415817	44.96446889800069	(44.96446889800069, 10.767523213415817)
14654	Velocità Vento	m/s	1382	Veddasca Monte Cadrigna	1302	VA	19/07/2013		N	5102054	482122	8.768815132883134	46.07182707589298	(46.07182707589298, 8.768815132883134)
9395	Umidità Relativa	%	1209	Rota d'Imagna	674	BG	23/01/2009		N	5076380	539709	9.511348909108976	45.839840095961094	(45.839840095961094, 9.511348909108976)
8166	Temperatura	°C	870	Como Villa Geno	200	CO	05/07/2000		N	5074080	506207	9.079902000578425	45.82025491696097	(45.82025491696097, 9.079902000578425)
10377	Temperatura	°C	706	Lecco v.Sora	272	LC	22/07/2008		N	5078987	531045	9.399950344681852	45.86374884127965	(45.86374884127965, 9.399950344681852)
4012	Radiazione Globale	W/m²	141	Vertemate con Minoprio serre	310	CO	25/05/2002		N	5062832	506653	9.085488499092358	45.71901089635149	(45.71901089635149, 9.085488499092358)
7048	Velocità Vento	m/s	695	Ponti sul Mincio v.San Martino	113	MN	19/12/2006		N	5030184	631718	10.683357343786835	45.41277169168634	(45.41277169168634, 10.683357343786835)
14379	Velocità Vento	m/s	1360	Clusone SP 671	564	BG	16/11/2012		N	5081243	572409	9.933128277592514	45.88094395586997	(45.88094395586997, 9.933128277592514)
8142	Livello Idrometrico	cm	878	Darfo Boario Terme SS 42	205	BS	21/11/2001	13/12/2015	S	5080335	589760	10.156517904580568	45.87072867351144	(45.87072867351144, 10.156517904580568)
14238	Umidità Relativa	%	1345	Piazzatorre	966	BG	13/10/2012		N	5093546	553689	9.693284786503215	45.99338358665828	(45.99338358665828, 9.693284786503215)
19114	Direzione Vento	°	575	Nibionno	310	LC	17/12/2013		N	5066429	520613	9.265020964805544	45.751111261617815	(45.751111261617815, 9.265020964805544)
6992	Temperatura	°C	679	Valmadrera v.Pozzi	247	LC	02/02/2006		N	5076576	527307	9.351658166127958	45.842207261022544	(45.842207261022544, 9.351658166127958)
14131	Precipitazione	mm	1329	Lavena Ponte Tresa via della Boschiva	269	VA	18/04/2012		N	5090913	488398	8.850242265176595	45.971690301316634	(45.971690301316634, 8.850242265176595)
19099	Direzione Vento	°	583	Bergamo v.Meucci	249	BG	24/01/2014		N	5059922	550116	9.643650579461385	45.69103740547214	(45.69103740547214, 9.643650579461385)
2408	Precipitazione	mm	129	Capo di Ponte v.Briscioli	362	BS	30/10/2002		N	5097875	603903	10.34250260860311	46.026563542472815	(46.026563542472815, 10.34250260860311)
9816	Precipitazione	mm	671	Mantova Tridolino	22	MN	30/12/2004		N	5001664	646147	10.859263911962309	45.153319585785574	(45.153319585785574, 10.859263911962309)
19125	Velocità Vento	m/s	1264	Sondrio v.Paribelli	290	SO	24/01/2014		N	5113073	567873	9.879209924469903	46.167852440665115	(46.167852440665115, 9.879209924469903)
5884	Precipitazione	mm	578	Varenna	220	LC	01/01/1991	07/02/2008	S	5095134	522088	9.285304059583972	46.00942283474235	(46.00942283474235, 9.285304059583972)
14741	Precipitazione	mm	1546	Rho Scalo Fiorenza - Prato	143	MI	24/02/2015		N	5040479	506867	9.087923300302434	45.51781084679456	(45.51781084679456, 9.087923300302434)
2187	Temperatura	°C	114	Landriano Cascina Marianna	88	PV	29/09/2005		N	5018618	520713	9.264283068301966	45.32076231361702	(45.32076231361702, 9.264283068301966)
7043	Precipitazione	mm	695	Ponti sul Mincio v.San Martino	113	MN	19/12/2006		N	5030184	631718	10.683357343786835	45.41277169168634	(45.41277169168634, 10.683357343786835)
14728	Umidità Relativa	%	1545	San Siro	1285	CO	30/12/2014		N	5102069	518430	9.238323435918229	46.071947417956004	(46.071947417956004, 9.238323435918229)
8127	Temperatura	°C	872	Brembate di Sopra Ponte Briolo	260	BG	24/07/1998	23/08/2011	S	5062019	545719	9.58737970194277	45.71021531324666	(45.71021531324666, 9.58737970194277)
14751	Velocità Vento	m/s	1547	Rho Scalo Fiorenza - Tetto	143	MI	24/02/2015		N	5040421	507155	9.091609926370014	45.51728588547899	(45.51728588547899, 9.091609926370014)
10467	Radiazione Globale	W/m²	1266	Bertonico	65	LO	03/03/2009		N	5009105	552297	9.666250375296032	45.23349364130374	(45.23349364130374, 9.666250375296032)
2377	Precipitazione	mm	126	Casatenovo prato	360	LC	26/04/2002	30/10/2017	S	5060979	524066	9.309144812286515	45.70194614072786	(45.70194614072786, 9.309144812286515)
14527	Precipitazione	mm	1375	Varano Borghi	241	VA	27/03/2013		N	5068133	477631	8.712323647148091	45.766393707414714	(45.766393707414714, 8.712323647148091)
9044	Altezza Neve	cm	1222	Cavargna	1100	CO	09/04/2004		N	5104225	508568	9.110834411077645	46.09154660527014	(46.09154660527014, 9.110834411077645)
4035	Umidità Relativa	%	144	Madesimo Spluga	1915	SO	19/11/2000		N	5146513	526726	9.348122957946567	46.4716582729432	(46.4716582729432, 9.348122957946567)
4088	Velocità Vento	m/s	150	Pieve San Giacomo	39	CR	26/07/2005		N	4997168	593999	10.195182889569637	45.121730206732785	(45.121730206732785, 10.195182889569637)
6169	Umidità Relativa	%	617	Tavazzano con Villavesco Enel suolo	80	LO	13/01/2000	15/06/2015	S	5020175	533401	9.426274335502686	45.334287809355445	(45.334287809355445, 9.426274335502686)
19377	Precipitazione	mm	1651	Morbegno eliporto	230	SO	28/07/2016		N	5109394	545135	9.584336490055616	46.136628659664694	(46.136628659664694, 9.584336490055616)
11158	Umidità Relativa	%	1230	San Giacomo Filippo Lago Truzzo	2064	SO	30/09/2011		N	5134156	524616	9.319988190479972	46.36053123729497	(46.36053123729497, 9.319988190479972)
6995	Velocità Vento	m/s	679	Valmadrera v.Pozzi	247	LC	01/03/2006		N	5076576	527307	9.351658166127958	45.842207261022544	(45.842207261022544, 9.351658166127958)
9869	Umidità Relativa	%	672	Cornale	74	PV	28/07/2005		N	4987406	493238	8.914144599002409	45.04007657202963	(45.04007657202963, 8.914144599002409)
2188	Umidità Relativa	%	114	Landriano Cascina Marianna	88	PV	29/09/2005		N	5018618	520713	9.264283068301966	45.32076231361702	(45.32076231361702, 9.264283068301966)
4017	Temperatura	°C	142	Caiolo	274	SO	24/05/2002		N	5111566	561195	9.792518875272254	46.15492316813672	(46.15492316813672, 9.792518875272254)
14635	Velocità Vento	m/s	1233	Lurago Marinone	296	CO	13/02/2013		N	5061867	497850	8.972377589946609	45.71035377227722	(45.71035377227722, 8.972377589946609)
14692	Direzione Vento	°	1420	Gordona	1362	SO	20/03/2014		N	5126494	526127	9.339203152913957	46.29151911107429	(46.29151911107429, 9.339203152913957)
19427	Umidità Relativa	%	1657	Mariano Comense campo sportivo	255	CO	11/10/2017		N	5059052	513843	9.177769051025914	45.68488149188723	(45.68488149188723, 9.177769051025914)
14624	Livello Idrometrico	cm	1381	Castiglione Olona v. XXIV Maggio	268	VA	27/03/2013		N	5067247	489587	8.866102103755239	45.75870276658377	(45.75870276658377, 8.866102103755239)
6180	Umidità Relativa	%	535	Lacchiarella	97	MI	01/01/1999		N	5019010	510542	9.134517264199278	45.32451741284727	(45.32451741284727, 9.134517264199278)
4051	Umidità Relativa	%	146	Mezzoldo Passo S.Marco	1824	BG	23/05/2003		N	5098490	548644	9.628646994972508	46.038255091957716	(46.038255091957716, 9.628646994972508)
2477	Precipitazione	mm	135	Vertemate con Minoprio villa	322	CO	20/10/1990	15/07/2010	S	5062757	506658	9.085551716901774	45.71833578979237	(45.71833578979237, 9.085551716901774)
9023	Temperatura	°C	1232	Lavena Ponte Tresa depuratore	279	VA	01/01/2004	18/04/2012	S	5090577	489263	8.861415127388755	45.96868026404502	(45.96868026404502, 8.861415127388755)
14568	Temperatura	°C	1378	Tignale Oldesio	374	BS	23/07/2013		N	5065781	633895	10.720923575669387	45.73262375727504	(45.73262375727504, 10.720923575669387)
10443	Precipitazione	mm	1264	Sondrio v.Paribelli	290	SO	17/11/2008		N	5113073	567873	9.879209924469903	46.167852440665115	(46.167852440665115, 9.879209924469903)
8197	Precipitazione	mm	911	Lambrugo	273	CO	06/03/2003		N	5067627	519009	9.244445639464647	45.76194001111627	(45.76194001111627, 9.244445639464647)
9005	Temperatura	°C	1214	Oltre il Colle Acquedotto	1084	BG	01/01/2004	16/01/2012	S	5082095	559544	9.767460427844235	45.88984523769301	(45.88984523769301, 9.767460427844235)
8098	Precipitazione	mm	823	Piazza Brembana vivaio	510	BG	01/01/1998		N	5088280	552145	9.672774505299234	45.94610999784736	(45.94610999784736, 9.672774505299234)
14588	Umidità Relativa	%	1379	Gargnano	984	BS	15/07/2015		N	5065317	625847	10.61740677213208	45.72996009420703	(45.72996009420703, 10.61740677213208)
14121	Precipitazione	mm	1327	Milano v.Rosellini	122	MI	02/04/2012		N	5037065	515119	9.193474059553125	45.48695097327908	(45.48695097327908, 9.193474059553125)
14476	Precipitazione	mm	1367	Bagolino SP669	775	BS	12/12/2012		N	5077140	612773	10.452195109199993	45.8385959381167	(45.8385959381167, 10.452195109199993)
9827	Radiazione Globale	W/m²	835	Valdisotto Oga S. Colombano	2300	SO	01/01/1995		N	5145272	600293	10.305951823970043	46.45356305894081	(46.45356305894081, 10.305951823970043)
